isDE?	criteria	sample	cellLine	tx	gene	entrez	isProteinCoding	FC	log2FC	shrunkLFC	pValue	qValue	dir	meanFPKM	minMeanFPKM	meanFPKMTreatment	meanFPKMControl
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TCP11	6954	Y	14.2291038734	3.83077290094411	0.0900513812470663	0.0604914858497183	NA	up	0.026529864586	0.0227692810017	0.0302904481703973	0.0227692810016822
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PKDCC	91461	Y	13.7102875553	3.77718692495531	3.3281860462846	2.87938235754287e-05	0.000132790045087726	up	0.222655230634	0.0200866951904	0.425223766078028	0.0200866951904418
N	FC2	HCT116-dxRes2	HCT116	dxRes2	STRA6	64220	Y	13.1419615553	3.71610872175402	3.40908297818692	6.32917347046266e-07	3.86718082896048e-06	up	0.239517355648	0.037926465832	0.441108245463943	0.0379264658319681
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TOX	9760	Y	13.1018626921	3.71170002921237	0.209057113760856	0.0180889254704659	0.0437036999573869	up	0.0529311824992	0.0148061572403	0.0910562077580843	0.0148061572403498
N	FC2	HCT116-dxRes2	HCT116	dxRes2	EMX2	2018	Y	13.0780813463	3.70907899694916	0.0834053732107738	0.0754631600226054	NA	up	0.0193663127292	0	0.038732625458413	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SLC24A4	123041	Y	13.07794396	3.7090638412394	2.54342321623017	0.00472584375007742	0.0135489498011129	up	0.0158810476352	0.00261748548907	0.0291446097813988	0.00261748548906867
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NDNF	79625	Y	13.0352107283	3.70434200068098	0.207294252314885	0.018285419070437	0.044101760553456	up	0.0386810700122	0.00451832251789	0.0728438175064188	0.00451832251789187
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	SLC1A3	6507	Y	12.9324811653	3.69292718530706	3.68423354683967	3.5776757518589e-181	3.16604428063113e-178	up	7.24561960308	1.00966222774	13.4815769784189	1.00966222774397
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C1orf87	127795	Y	12.855741443	3.6843409135648	0.175216723521298	0.0239113288875406	0.0552085168647101	up	0.0295136868086	0	0.059027373617206	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C3orf67-AS1	101929238	N	12.8357153519	3.68209179640355	0.0956844881991708	0.0610911864935707	NA	up	0.00589396643337	0	0.0117879328667325	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	APLN	8862	Y	12.2996412587	3.62054433225688	3.24042017725344	8.92012005139643e-06	4.51361474900552e-05	up	0.159396171101	0.0243401524893	0.294452189712362	0.0243401524892514
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LINC00704	100216001	N	11.8870295816	3.57131634375282	3.04852895879203	0.000130818522309745	0.000529422825678844	up	0.132517039792	0	0.265034079584953	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TMCO2	127391	Y	11.4735570845	3.52024082648832	0.0611111853045531	0.136148069852969	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MYH6	4624	Y	11.4735570845	3.52024082648832	0.0611111853045531	0.136148069852969	NA	up	0.0038726907231	0	0.00774538144619727	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RNF148	378925	Y	11.3120531074	3.49978889326976	0.0706334028769135	0.113087958671221	NA	up	0.0302776970161	0	0.0605553940322013	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MMP13	4322	Y	11.2757006507	3.49514517749682	0.16822391550214	0.0313661725626706	0.0696059853372499	up	0.0457083912333	0.0134911216141	0.0779256608523596	0.013491121614144
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HTRA3	94031	Y	11.1679354439	3.48129060209853	0.0723019143884806	0.110792259994734	NA	up	0.0187997440378	0.00541254340139	0.0321869446741754	0.00541254340139127
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GRM8	2918	Y	11.0369000233	3.4642631085792	0.0821282006769398	0.09258423761603	NA	up	0.0119881975143	0	0.0239763950286079	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	COL4A2-AS1	100874203	N	11.0369000233	3.4642631085792	0.0821282006769398	0.09258423761603	NA	up	0.0251050157671	0	0.0502100315342417	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LHX9	56956	Y	10.955480877	3.45358090587841	0.12919977496228	0.0485617145681694	0.100865764944109	up	0.0126364938684	0	0.0252729877367338	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C2CD4A	145741	Y	10.9164951005	3.44843782726625	0.0831216957596002	0.091986551460481	NA	up	0.0111189827139	0	0.0222379654278279	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LDHC	3948	Y	10.809859863	3.43427591524691	0.0782181214841551	0.102093546120019	NA	up	0.0298930921095	0.0239285373473	0.0358576468718047	0.0239285373472609
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ZFY-AS1	107987337	N	10.7488878101	3.42611548643663	2.64010769712669	0.00153907693808091	0.00498798708986588	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SHISA7	729956	Y	10.74575704	3.425695219294	0.0675112994379162	0.126925182718702	NA	up	0.00704785444451	0	0.0140957088890105	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CCDC148-AS1	554201	N	10.6797177305	3.41680161136952	0.0671368171012081	0.128681337342117	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	AK5	26289	Y	10.5379841988	3.39752701645973	2.53196997295311	0.0023137748471615	0.00720972604468614	up	0.0461038349325	0.0148346221978	0.0773730476672901	0.0148346221977832
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PCDHGA6	56109	Y	10.4842923873	3.39015758829535	0.138368850504625	0.0456694933692127	0.0958078967309612	up	0.030682008613	0.00538331818619	0.055980699039835	0.00538331818619317
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C8orf46	254778	Y	10.3756769879	3.37513356678332	0.141038182272138	0.0456080420903289	0.0957167987426678	up	0.0204968202128	0.00344630576484	0.0375473346607228	0.00344630576483757
N	FC2	HCT116-dxRes2	HCT116	dxRes2	WNT7A	7476	Y	10.2792335305	3.3616607890871	3.04867424605814	2.39994039518084e-06	1.33154477724959e-05	up	0.421534504101	0.0897784404557	0.753290567745671	0.0897784404556987
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CPLX2	10814	Y	9.63985732759	3.269011794349	2.61114796683575	0.000762830018010823	0.00262840565799143	up	0.0501222253861	0.0107535107584	0.0894909400137593	0.0107535107584408
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MANSC4	100287284	Y	9.41580938063	3.23508511387683	0.0601043268179539	0.165266248636386	NA	up	0.0112420295497	0	0.0224840590994035	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TSPAN8	7103	Y	9.40080521571	3.23278433455199	0.0600191797205459	0.165788740213759	NA	up	0.0624403628748	0.0384831468988	0.0863975788506978	0.0384831468988193
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TEX43	389320	Y	9.28864768855	3.21546857346029	0.0609958327046114	0.164312390928608	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TTLL2	83887	Y	9.26754742392	3.21218759262693	0.0680043582592291	0.143306526239669	NA	up	0.00919550029226	0	0.0183910005845238	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	STARD13-AS	100874241	N	9.2588699952	3.21083612957665	0.0608090440547094	0.165408418865487	NA	up	0.0352278256777	0	0.0704556513553457	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SLC35F1	222553	Y	9.19598362091	3.20100389645436	0.123010416798833	0.063399246804264	0.125952432320419	up	0.01386125677	0.0026806027148	0.0250419108252867	0.00268060271480402
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SSX1	6756	Y	9.17196335764	3.19723059130634	0.11871274601568	0.0681175749554447	0.133753467673907	up	0.0705349767112	0.0446526745857	0.0964172788367802	0.0446526745857004
N	FC2	HCT116-dxRes2	HCT116	dxRes2	STC1	6781	Y	9.14657577922	3.19323174001541	0.0685274687675987	0.143668566835357	NA	up	0.00974583948924	0.003052407755	0.01643927122348	0.00305240775499692
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GRM5-AS1	100873989	N	9.13223538938	3.19096804645574	0.0684311793752744	0.144153955466394	NA	up	0.00523128409569	0	0.0104625681913892	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CCDC162P	221262	Y	9.02647571901	3.17416281437694	0.0664129763025202	0.151589393390792	NA	up	0.0201522181303	0.014476893424	0.0258275428365628	0.0144768934240086
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	EGLN2	112398	Y	9.00123311463	3.17012265549831	0.282417882515294	0.0193419080184432	0.0461914921777783	up	19.3296143743	14.929697238	23.7295315106512	14.9296972380242
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GNGT2	2793	Y	8.99763840393	3.16954638921823	0.0662232962122662	0.152608434507455	NA	up	0.026964551925	0.0160106093836	0.0379184944663727	0.016010609383631
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LRRC36	55282	Y	8.99763840393	3.16954638921823	0.0662232962122662	0.152608434507455	NA	up	0.00951957169809	0	0.0190391433961797	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	AVPR1B	553	Y	8.90695093989	3.15493164760168	0.04889607960887	0.218279749028926	NA	up	0.0114282040267	0	0.0228564080534624	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SNORA29	677812	N	8.90695093989	3.15493164760168	0.04889607960887	0.218279749028926	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	DYNC1I1	1780	Y	8.89849898037	3.15356199942572	0.0570937407550634	0.184616297923326	NA	up	0.0194995381021	0.00532888829285	0.03367018791128	0.00532888829285383
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FOXN1	8456	Y	8.88494977987	3.15136362177546	0.0585256851346879	0.179630979141324	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR3130-1	100422993	N	8.85358582045	3.14626188430554	0.0568309952213827	0.186403887401369	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CMKLR1	1240	Y	8.82950044883	3.14233181608638	0.0485048406931499	0.221582832942223	NA	up	0.00580694775402	0	0.0116138955080327	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GPR55	9290	Y	8.60578537546	3.10530686054859	2.46920773764814	0.000744657987654404	0.00257023988848256	up	0.0684456851445	0.0103585046403	0.12653286564867	0.0103585046403226
N	FC2	HCT116-dxRes2	HCT116	dxRes2	IGSF5	150084	Y	8.48528494207	3.0849631073361	0.233236075924167	0.0272120879285795	0.0615887110847319	up	0.0455628622507	0.0192771274381	0.0718485970632783	0.0192771274381479
N	FC2	HCT116-dxRes2	HCT116	dxRes2	KIAA2012	100652824	Y	8.46580838164	3.08164783451156	0.117029069519824	0.0758272623093866	0.14621728086681	up	0.00585778673888	0	0.011715573477756	0
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	INHBB	3625	Y	8.15401345042	3.02751033662098	2.94858669470297	3.39541566368874e-18	6.40824361456137e-17	up	0.629112927923	0.135442830092	1.12278302575343	0.13544283009203
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	ARHGDIB	397	Y	8.11900722288	3.02130332812563	2.88411570983636	3.22044219135618e-11	3.3117123089808e-10	up	1.61604687655	0.288911181734	2.94318257136951	0.288911181733713
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PTGER2	5732	Y	8.11244283143	3.02013640644199	2.67046674482766	1.88128744289536e-05	8.96143172185414e-05	up	0.181543674724	0.0260995853387	0.336987764110301	0.0260995853386652
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CACNG7	59284	Y	8.04869430399	3.00875476161961	2.60275844703169	6.47149941832348e-05	0.000279361827193699	up	0.148887374805	0.0340682223603	0.263706527250449	0.0340682223603323
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NDFIP2-AS1	100874208	N	8.0284718739	3.00512541367801	0.23040803721466	0.0304809056318251	0.0679253421669477	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR1260B	100422991	N	7.99157648475	2.99848012923297	2.36404461732665	0.000960523688780832	0.00323676366375923	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	DENND2A	27147	Y	7.93531839091	2.98828810986147	2.79516492298866	2.01935917557145e-08	1.50662165375539e-07	up	0.333117295678	0.0754660542091	0.590768537146584	0.0754660542091102
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	PRSS33	260429	Y	7.84549823154	2.97186506903482	2.88069205203806	1.04950375652428e-15	1.62463997450683e-14	up	1.14477853815	0.269802896184	2.01975418011364	0.269802896184403
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C1QA	712	Y	7.64438850806	2.93440110175973	0.0427830509757591	0.275410575769337	NA	up	0.030170118631	0	0.060340237262076	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HSF5	124535	Y	7.64438850806	2.93440110175973	0.0427830509757591	0.275410575769337	NA	up	0.0032728211432	0	0.00654564228639667	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR4311	100422905	N	7.64438850806	2.93440110175973	0.0427830509757591	0.275410575769337	NA	up	0	0	0	0
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	THBS1	7057	Y	7.63602624536	2.93282206135634	2.91693811235887	8.03199771064562e-80	1.48769408759156e-77	up	2.09046366419	0.475323223151	3.70560410523194	0.475323223151124
N	FC2	HCT116-dxRes2	HCT116	dxRes2	APOA1	335	Y	7.57540298292	2.92132263657281	0.0872649920899915	0.120708116220526	0.212705232551419	up	0.0655850946303	0.0186212808496	0.112548908411025	0.0186212808495681
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SGIP1	84251	Y	7.56480134926	2.91930219794802	0.369738311993557	0.013155113319181	0.0331930619453878	up	0.0226985196027	0.00837211090126	0.0370249283042123	0.00837211090125591
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FGF3	2248	Y	7.55599080984	2.91762094701431	0.101496540867985	0.102732562530855	0.186830922598399	up	0.0333007151613	0	0.0666014303225897	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NRP2	8828	Y	7.53166324499	2.91296849575176	2.77031446191514	1.60296415990611e-10	1.52804405165436e-09	up	0.249807008954	0.0775449330046	0.422069084902903	0.0775449330046329
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TGM3	7053	Y	7.50569984691	2.90798659797518	0.0490200516431084	0.246059686223862	NA	up	0.00968511914714	0.00510630318973	0.0142639351045453	0.00510630318972787
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SNORA15	677803	N	7.49672515096	2.90626051024026	0.101060099227712	0.102194756768209	0.186190127022853	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LIPC	3990	Y	7.49080716436	2.9051211832063	0.0489305298386984	0.246866180750741	NA	up	0.00444497764481	0	0	0.0088899552896213
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FAM83C-AS1	140846	N	7.49080716436	2.9051211832063	0.0489305298386984	0.246866180750741	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RIPPLY1	92129	Y	7.49080716436	2.9051211832063	0.0489305298386984	0.246866180750741	NA	up	0.0374235694323	0	0.0748471388645072	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LINC01647	101929181	N	7.49080716436	2.9051211832063	0.0489305298386984	0.246866180750741	NA	up	0.0358374997311	0	0.0716749994621196	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CCL24	6369	Y	7.42402433096	2.89220143865784	0.098979827307715	0.105984002371382	0.191581839965246	up	0.0844457857216	0	0.168891571443145	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	C2CD4D	100191040	Y	7.38526552809	2.88464979223944	2.42216245313494	0.000214517364828683	0.000834240015711935	up	0.143515127634	0.0152741286297	0.271756126638169	0.0152741286297222
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LY9	4063	Y	7.38048988698	2.88371657970945	0.0490717627668908	0.248957049473416	NA	up	0.0140294187717	0	0.0280588375434479	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GPR27	2850	Y	7.38048988698	2.88371657970945	0.0490717627668908	0.248957049473416	NA	up	0.00768053232242	0	0.015361064644836	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SLC24A3	57419	Y	7.35084754338	2.87791060044416	0.0488874927716626	0.250620048743313	NA	up	0.00816789860684	0	0.0163357972136849	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR1205	100302161	N	7.25636290961	2.8592466106084	0.0474966390006216	0.260072880436394	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PCDHGB8P	56120	N	7.25636290961	2.8592466106084	0.0474966390006216	0.260072880436394	NA	up	0.0100842442921	0	0.02016848858411	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CYP26A1	1592	Y	7.24111987891	2.85621283526613	2.55880701298221	7.27568652166255e-06	3.74215081057677e-05	up	0.377875239441	0.127500201349	0.628250277533206	0.127500201349313
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CASP5	838	Y	7.22825432654	2.85364726840241	0.0540470740430315	0.229726761987413	NA	up	0.0368045324364	0	0.0736090648728727	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TBX15	6913	Y	7.22825432654	2.85364726840241	0.0540470740430315	0.229726761987413	NA	up	0.00546985879784	0	0.0109397175956715	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SPATA31A1	647060	Y	7.21171806569	2.85034299727181	0.0472241592324102	0.262659073414262	NA	up	0.00889116179749	0.00425401394245	0.013528309652528	0.00425401394244505
N	FC2	HCT116-dxRes2	HCT116	dxRes2	FAM225B	100128385	N	7.12639763875	2.83317298521834	0.0400421841658846	0.305472398388245	NA	up	0.00608503896395	0.00298256886417	0.00918750906373922	0.00298256886416949
N	FC2	HCT116-dxRes2	HCT116	dxRes2	RIIAD1	284485	Y	7.12639763875	2.83317298521834	0.0400421841658846	0.305472398388245	NA	up	0.160262931399	0	0.320525862798454	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	LINC02324	100128233	N	7.11685959182	2.83124077338795	0.0466342488725981	0.268311272041591	NA	up	0.0146622025364	0	0.0293244050727217	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	VWA2	340706	Y	7.10274974446	2.82837765485697	0.047312220632696	0.265169103724001	NA	up	0.00409872984863	0	0.00819745969725343	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	SGCG	6445	Y	7.10274974446	2.82837765485697	0.047312220632696	0.265169103724001	NA	up	0.0123856635949	0	0.0247713271898009	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CAPNS2	84290	Y	7.10274974446	2.82837765485697	0.047312220632696	0.265169103724001	NA	up	0.0310531659651	0	0.0621063319301595	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	ABCC6P2	730013	N	7.09829222415	2.82747196882754	0.187944297435853	0.04812967060243	0.100085838515158	up	0.261700468872	0.067842261248	0.455558676496602	0.0678422612480454
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CCL17	6361	Y	7.08710511895	2.82519644786041	0.0464511904867101	0.270093871148087	NA	up	0	0	0	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PPFIA2	8499	Y	7.06476265522	2.82064109319968	0.0397138619078176	0.309264810672736	NA	up	0.00492500644419	0.0031437217902	0.0067062910981771	0.00314372179019613
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TXLNB	167838	Y	7.06476265522	2.82064109319968	0.0397138619078176	0.309264810672736	NA	up	0.00382185952103	0	0.00764371904206583	0
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	APOBEC3G	60489	Y	6.94760755029	2.79651626279321	2.72329625985478	3.64004167587472e-18	6.84559903837171e-17	up	2.75248812783	0.642056369431	4.86291988623086	0.642056369430611
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	PRKAA2	5563	Y	6.91615676568	2.78997057032555	2.76351657305913	2.27559608076142e-46	1.62546950540129e-44	up	0.676588872188	0.15293529842	1.20024244595462	0.152935298420463
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	EVA1A	84141	Y	6.81076144154	2.76781610022411	2.6830818278474	9.30025318440183e-16	1.44671614232751e-14	up	0.996160996635	0.250543121093	1.74177887217813	0.250543121092795
N	FC2	HCT116-dxRes2	HCT116	dxRes2	WNT5B	81029	Y	6.71629585715	2.74766578331875	2.44616599894341	1.18721227215569e-05	5.88397768611327e-05	up	0.291904680623	0.0662611209188	0.517548240328028	0.0662611209188076
N	FC2	HCT116-dxRes2	HCT116	dxRes2	AOAH	313	Y	6.67084213295	2.7378688999914	2.2261586437722	0.000506526568990606	0.0018209121456672	up	0.243027047201	0.0610053812246	0.425048713176721	0.0610053812246152
N	FC2	HCT116-dxRes2	HCT116	dxRes2	VEGFC	7424	Y	6.6394400178	2.73106156723419	0.0845130039981168	0.142142909472632	0.242704942114863	up	0.0296099961783	0.0125646420899	0.0466553502666305	0.0125646420899315
N	FC2	HCT116-dxRes2	HCT116	dxRes2	PLEKHS1	79949	Y	6.62656401815	2.72826100323182	0.166453392088617	0.0614064945175098	0.122697447462295	up	0.0189842218326	0.00618929145702	0.0317791522081387	0.00618929145702117
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HRCT1	646962	Y	6.60578652708	2.72373034817431	2.08278824445405	0.00144782557356945	0.00472010101542933	up	0.395055045158	0.107318184205	0.682791906110417	0.10731818420499
N	FC2	HCT116-dxRes2	HCT116	dxRes2	NKG7	4818	Y	6.5729529854	2.71654166586785	0.084282078496822	0.142916181164225	0.243711792074183	up	0.0561369257027	0	0.112273851405398	0
N	FC2	HCT116-dxRes2	HCT116	dxRes2	EFNA5	1946	Y	6.54141747393	2.70960329031562	2.53190823479603	2.60343793261555e-08	1.92794806269796e-07	up	0.174774228166	0.0464533571081	0.303095099224471	0.0464533571081482
N	FC2	HCT116-dxRes2	HCT116	dxRes2	HRNR	388697	Y	6.52832395293	2.7067126494798	0.0828450464668814	0.146622859617785	NA	up	0.00509146092945	0.000623373434505	0.00955954842440266	0.000623373434504983
N	FC2	HCT116-dxRes2	HCT116	dxRes2	MIR611	693196	N	6.51432864195	2.70361650422216	0.0863488994240482	0.143171088838744	NA	up	0	0	0	0
Y	FC2	HCT116-dxRes2	HCT116	dxRes2	GLIS3	169792	Y	6.50499283309	2.70154746744609	2.66754360454863	2.06669439655758e-35	1.02237189573806e-33	up	0.734632063554	0.203230879827	1.26603324728019	0.203230879827034
N	FC2	HCT116-dxRes2	HCT116	dxRes2	CNN1	1264	Y	6.44823993522	2.68890542669992	0.081870622096885	0.150314648464626	NA	up	0.0510978142854	0.00902700033972	0.0931686282310474	0.0090270003397166
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GCNT4	51301	Y	6.4358334387	2.68612698916485	0.151707778734503	0.070684642565518	0.138033060123346	up	0.0281175959298	0.00776159716126	0.0484735946982806	0.0077615971612597
N	FC2	HCT116-dxRes2	HCT116	dxRes2	TDRKH-AS1	109729141	N	6.39109283868	2.6760626444952	0.0726777818983001	0.171767016335372	NA	up	0.0584431249934	0.015122883208	0.101763366778823	0.0151228832079724
N	FC2	HCT116-dxRes2	HCT116	dxRes2	GRM5	2915	Y	6.38377129023	2.67440896541373	0.0725963788422006	0.172139770481193	NA	up	0.00750679801137	0.00306752709667	0.0119460689260668	0.00306752709667291
N	FC2	HCT116-dxRes2	HCT116	dxRes2	KIF25	3834	Y	6.37521021539	2.67247291400329	0.0721425785260723	0.176983765959406	NA	up	0.015014444004	0.00888956306327	0.021139324944728	0.00888956306326827
